Date,Oil_Price,Freight_Price,crisis_COVID-19 oil crash,crisis_Dot-com crash,crisis_Global financial crisis,crisis_Inflation and rate hikes,crisis_Oil price collapse,crisis_None,war_Arab Spring,war_Crimea crisis,war_Iraq War,war_Ukraine War,war_None,sanctions_Iran sanctions,sanctions_Russia sanctions,sanctions_None,pandemic_COVID-19,pandemic_None,month,year,quarter,is_year_start,is_year_end,sin_month,cos_month,Freight_Lag1,Freight_Lag2,Oil_Lag1,Oil_Lag2,Freight_SMA_3,Oil_SMA_3,has_crisis,has_war,has_sanctions,has_pandemic,Oil_Price_lag1,Oil_Price_lag2,Oil_Price_lag3,Freight_Price_lag1,Freight_Price_lag2,Freight_Price_lag3
1974-01-31,43.02731181013405,1337.382240793828,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,35.900842250547136,2.220585258855678,42.77196034606898,1432.5586842640066,1510.5158299726284,1491.211173429479
1974-02-28,40.57380500295703,1333.6117703891605,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,43.02731181013405,35.900842250547136,2.220585258855678,1337.382240793828,1432.5586842640066,1510.5158299726284
1974-03-31,45.08817253506619,1343.7493571641703,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,40.57380500295703,43.02731181013405,35.900842250547136,1333.6117703891605,1337.382240793828,1432.5586842640066
1974-04-30,42.80565894925007,1459.4859253718864,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,45.08817253506619,40.57380500295703,43.02731181013405,1343.7493571641703,1333.6117703891605,1337.382240793828
1974-05-31,62.67047399013876,1540.8593444436135,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,42.80565894925007,45.08817253506619,40.57380500295703,1459.4859253718864,1343.7493571641703,1333.6117703891605
1974-06-30,39.49150295942265,1641.085505403419,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,62.67047399013876,42.80565894925007,45.08817253506619,1540.8593444436135,1459.4859253718864,1343.7493571641703
1974-07-31,48.65589105140918,1480.9183030989034,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,39.49150295942265,62.67047399013876,42.80565894925007,1641.085505403419,1540.8593444436135,1459.4859253718864
1974-08-31,39.78319414329085,1728.51600608245,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,48.65589105140918,39.49150295942265,62.67047399013876,1480.9183030989034,1641.085505403419,1540.8593444436135
1974-09-30,45.08174044348506,1665.4176416942569,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,39.78319414329085,48.65589105140918,39.49150295942265,1728.51600608245,1480.9183030989034,1641.085505403419
1974-10-31,39.536226941568295,1456.9403384102725,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,45.08174044348506,39.78319414329085,48.65589105140918,1665.4176416942569,1728.51600608245,1480.9183030989034
1974-11-30,59.28394168698274,1369.5703752738982,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,39.536226941568295,45.08174044348506,39.78319414329085,1456.9403384102725,1665.4176416942569,1728.51600608245
1974-12-31,39.45719962878718,1454.7702093219286,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,59.28394168698274,39.536226941568295,45.08174044348506,1369.5703752738982,1456.9403384102725,1665.4176416942569
1975-01-31,43.71282383384239,1264.0540622912522,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,39.45719962878718,59.28394168698274,39.536226941568295,1454.7702093219286,1369.5703752738982,1456.9403384102725
1975-02-28,36.20378108897917,1282.636360487116,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,43.71282383384239,39.45719962878718,59.28394168698274,1264.0540622912522,1454.7702093219286,1369.5703752738982
1975-03-31,33.83631172477156,2224.485693263976,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,36.20378108897917,43.71282383384239,39.45719962878718,1282.636360487116,1264.0540622912522,1454.7702093219286
1975-04-30,42.85270610999201,1424.4286443867088,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,33.83631172477156,36.20378108897917,43.71282383384239,2224.485693263976,1282.636360487116,1264.0540622912522
1975-05-31,46.29059893895769,2066.615983989119,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,42.85270610999201,33.83631172477156,36.20378108897917,1424.4286443867088,2224.485693263976,1282.636360487116
1975-06-30,36.700635752266095,1617.1385952847631,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,46.29059893895769,42.85270610999201,33.83631172477156,2066.615983989119,1424.4286443867088,2224.485693263976
1975-07-31,42.90259201240507,1543.4182995818076,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,36.700635752266095,46.29059893895769,42.85270610999201,1617.1385952847631,2066.615983989119,1424.4286443867088
1975-08-31,39.10891567599247,1565.518255667729,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,42.90259201240507,36.700635752266095,46.29059893895769,1543.4182995818076,1617.1385952847631,2066.615983989119
1975-09-30,37.1926675029637,1547.9642600647344,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,39.10891567599247,42.90259201240507,36.700635752266095,1565.518255667729,1543.4182995818076,1617.1385952847631
1975-10-31,49.49944303944477,2283.152231053863,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,37.1926675029637,39.10891567599247,42.90259201240507,1547.9642600647344,1565.518255667729,1543.4182995818076
1975-11-30,40.23641814749217,2018.1686802065385,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,49.49944303944477,37.1926675029637,39.10891567599247,2283.152231053863,1547.9642600647344,1565.518255667729
1975-12-31,35.135415083335054,1446.2464620382314,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,40.23641814749217,49.49944303944477,37.1926675029637,2018.1686802065385,2283.152231053863,1547.9642600647344
1976-01-31,60.78077997428792,1250.5442251907168,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,35.135415083335054,40.23641814749217,49.49944303944477,1446.2464620382314,2018.1686802065385,2283.152231053863
1976-02-29,40.383995629194274,1274.132522956316,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,60.78077997428792,35.135415083335054,40.23641814749217,1250.5442251907168,1446.2464620382314,2018.1686802065385
1976-03-31,47.4891478288774,1323.2443312841017,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,40.383995629194274,60.78077997428792,35.135415083335054,1274.132522956316,1250.5442251907168,1446.2464620382314
1976-04-30,58.41387950487642,1443.2744370436794,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,47.4891478288774,40.383995629194274,60.78077997428792,1323.2443312841017,1274.132522956316,1250.5442251907168
1976-05-31,51.502976426455376,1540.632719204308,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,58.41387950487642,47.4891478288774,40.383995629194274,1443.2744370436794,1323.2443312841017,1274.132522956316
1976-06-30,43.738887189660346,1559.0824984745846,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,51.502976426455376,58.41387950487642,47.4891478288774,1540.632719204308,1443.2744370436794,1323.2443312841017
1976-07-31,36.94015768913557,1485.2358318934243,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,43.738887189660346,51.502976426455376,58.41387950487642,1559.0824984745846,1540.632719204308,1443.2744370436794
1976-08-31,48.049461335877,2132.709340215826,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,36.94015768913557,43.738887189660346,51.502976426455376,1485.2358318934243,1559.0824984745846,1540.632719204308
1976-09-30,42.65905488280848,1524.255208517594,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,48.049461335877,36.94015768913557,43.738887189660346,2132.709340215826,1485.2358318934243,1559.0824984745846
1976-10-31,55.875322271364304,1484.2207809105737,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,42.65905488280848,48.049461335877,36.94015768913557,1524.255208517594,2132.709340215826,1485.2358318934243
1976-11-30,38.476021519466265,1395.932545353354,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,55.875322271364304,42.65905488280848,48.049461335877,1484.2207809105737,1524.255208517594,2132.709340215826
1976-12-31,37.12755496170437,1373.4230949053936,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,38.476021519466265,55.875322271364304,42.65905488280848,1395.932545353354,1484.2207809105737,1524.255208517594
1977-01-31,40.69879792070471,1309.1811714204464,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,37.12755496170437,38.476021519466265,55.875322271364304,1373.4230949053936,1395.932545353354,1484.2207809105737
1977-02-28,38.203425164436986,1280.036626253242,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,40.69879792070471,37.12755496170437,38.476021519466265,1309.1811714204464,1373.4230949053936,1395.932545353354
1977-03-31,39.50773656668533,1271.7960162287227,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,38.203425164436986,40.69879792070471,37.12755496170437,1280.036626253242,1309.1811714204464,1373.4230949053936
1977-04-30,47.54704601912378,1553.136785504904,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,39.50773656668533,38.203425164436986,40.69879792070471,1271.7960162287227,1280.036626253242,1309.1811714204464
1977-05-31,47.00907380258036,1475.811933740101,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,47.54704601912378,39.50773656668533,38.203425164436986,1553.136785504904,1271.7960162287227,1280.036626253242
1977-06-30,38.41610677930357,1624.7931469716548,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,47.00907380258036,47.54704601912378,39.50773656668533,1475.811933740101,1553.136785504904,1271.7960162287227
1977-07-31,44.50338259371704,1527.593371547819,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,38.41610677930357,47.00907380258036,47.54704601912378,1624.7931469716548,1475.811933740101,1553.136785504904
1977-08-31,21.21255699068798,1300.1332049720795,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,44.50338259371704,38.41610677930357,47.00907380258036,1527.593371547819,1624.7931469716548,1475.811933740101
